timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1698851859150,403,https://www.talan-academy.com/candidate/profile-1,200,OK,Thread Group 1-4,text,true,,69202,548,10,10,https://www.talan-academy.com/#login,70,0,0
1698851854524,1056,Test,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-4,,true,,140148,2400,10,10,null,281,3974,163
1698851859173,618,https://www.talan-academy.com/candidate/profile,200,OK,Thread Group 1-3,text,true,,69964,1113,10,10,https://www.talan-academy.com/#login,58,0,0
1698851859173,58,https://www.talan-academy.com/candidate/profile-0,302,Found,Thread Group 1-3,text,true,,762,565,10,10,https://www.talan-academy.com/candidate/profile,58,0,0
1698851859232,559,https://www.talan-academy.com/candidate/profile-1,200,OK,Thread Group 1-3,text,true,,69202,548,10,10,https://www.talan-academy.com/#login,72,0,0
1698851854551,1269,Test,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-3,,true,,140155,2400,10,10,null,292,3971,172
1698851859664,331,https://www.talan-academy.com/candidate/profile,200,OK,Thread Group 1-7,text,true,,69964,1113,10,10,https://www.talan-academy.com/#login,58,0,0
1698851859664,58,https://www.talan-academy.com/candidate/profile-0,302,Found,Thread Group 1-7,text,true,,762,565,10,10,https://www.talan-academy.com/candidate/profile,58,0,0
1698851859723,272,https://www.talan-academy.com/candidate/profile-1,200,OK,Thread Group 1-7,text,true,,69202,548,10,10,https://www.talan-academy.com/#login,63,0,0
1698851855147,876,Test,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-7,,true,,140148,2400,10,10,null,281,3972,162
1698851859555,502,https://www.talan-academy.com/connexion,200,OK,Thread Group 1-4,text,true,,70191,1287,10,10,https://www.talan-academy.com/#login,224,0,166
1698851859555,224,https://www.talan-academy.com/connexion-0,302,Found,Thread Group 1-4,text,true,,853,690,10,10,https://www.talan-academy.com/connexion,224,0,166
1698851859779,278,https://www.talan-academy.com/connexion-1,200,OK,Thread Group 1-4,text,true,,69338,597,10,10,https://www.talan-academy.com/#login,66,0,0
1698851859791,365,https://www.talan-academy.com/candidate/profile,200,OK,Thread Group 1-2,text,true,,69964,1113,10,10,https://www.talan-academy.com/#login,58,0,0
1698851859791,58,https://www.talan-academy.com/candidate/profile-0,302,Found,Thread Group 1-2,text,true,,762,565,10,10,https://www.talan-academy.com/candidate/profile,58,0,0
1698851859849,307,https://www.talan-academy.com/candidate/profile-1,200,OK,Thread Group 1-2,text,true,,69202,548,10,10,https://www.talan-academy.com/#login,71,0,0
1698851855193,991,Test,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-2,,true,,140155,2400,10,10,null,306,3972,182
1698851859836,390,https://www.talan-academy.com/candidate/profile,200,OK,Thread Group 1-5,text,true,,69964,1113,10,10,https://www.talan-academy.com/#login,64,0,0
1698851859836,64,https://www.talan-academy.com/candidate/profile-0,302,Found,Thread Group 1-5,text,true,,762,565,10,10,https://www.talan-academy.com/candidate/profile,64,0,0
1698851859900,326,https://www.talan-academy.com/candidate/profile-1,200,OK,Thread Group 1-5,text,true,,69202,548,10,10,https://www.talan-academy.com/#login,78,0,0
1698851855179,1075,Test,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,,140148,2400,10,10,null,340,3972,207
1698851859926,329,https://www.talan-academy.com/candidate/profile,200,OK,Thread Group 1-9,text,true,,69971,1113,10,10,https://www.talan-academy.com/#login,55,0,0
1698851859926,55,https://www.talan-academy.com/candidate/profile-0,302,Found,Thread Group 1-9,text,true,,762,565,10,10,https://www.talan-academy.com/candidate/profile,55,0,0
1698851859981,274,https://www.talan-academy.com/candidate/profile-1,200,OK,Thread Group 1-9,text,true,,69209,548,10,10,https://www.talan-academy.com/#login,69,0,0
1698851855287,997,Test,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-9,,true,,140155,2400,10,10,null,278,3971,164
1698851859793,647,https://www.talan-academy.com/connexion,200,OK,Thread Group 1-3,text,true,,70184,1287,10,10,https://www.talan-academy.com/#login,265,0,193
1698851859793,265,https://www.talan-academy.com/connexion-0,302,Found,Thread Group 1-3,text,true,,853,690,10,10,https://www.talan-academy.com/connexion,265,0,193
1698851860058,382,https://www.talan-academy.com/connexion-1,200,OK,Thread Group 1-3,text,true,,69331,597,10,10,https://www.talan-academy.com/#login,78,0,0
1698851860096,349,https://www.talan-academy.com/candidate/profile,200,OK,Thread Group 1-1,text,true,,69964,1113,10,10,https://www.talan-academy.com/#login,61,0,0
1698851860096,61,https://www.talan-academy.com/candidate/profile-0,302,Found,Thread Group 1-1,text,true,,762,565,10,10,https://www.talan-academy.com/candidate/profile,61,0,0
1698851860158,287,https://www.talan-academy.com/candidate/profile-1,200,OK,Thread Group 1-1,text,true,,69202,548,10,10,https://www.talan-academy.com/#login,74,0,0
1698851855362,1111,Test,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-1,,true,,140148,2400,10,10,null,304,3972,178
1698851860075,412,https://www.talan-academy.com/candidate/profile,200,OK,Thread Group 1-6,text,true,,69971,1113,10,10,https://www.talan-academy.com/#login,66,0,0
1698851860075,66,https://www.talan-academy.com/candidate/profile-0,302,Found,Thread Group 1-6,text,true,,762,565,10,10,https://www.talan-academy.com/candidate/profile,66,0,0
1698851860142,345,https://www.talan-academy.com/candidate/profile-1,200,OK,Thread Group 1-6,text,true,,69209,548,10,10,https://www.talan-academy.com/#login,79,0,0
1698851855324,1191,Test,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-6,,true,,140155,2400,10,10,null,354,3973,214
1698851860153,359,https://www.talan-academy.com/candidate/profile,200,OK,Thread Group 1-10,text,true,,69971,1113,10,10,https://www.talan-academy.com/#login,63,0,0
1698851860153,63,https://www.talan-academy.com/candidate/profile-0,302,Found,Thread Group 1-10,text,true,,762,565,10,10,https://www.talan-academy.com/candidate/profile,63,0,0
1698851860216,296,https://www.talan-academy.com/candidate/profile-1,200,OK,Thread Group 1-10,text,true,,69209,548,10,10,https://www.talan-academy.com/#login,69,0,0
1698851855430,1112,Test,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-10,,true,,140155,2400,10,10,null,314,3970,186
1698851859997,561,https://www.talan-academy.com/connexion,200,OK,Thread Group 1-7,text,true,,70184,1287,10,10,https://www.talan-academy.com/#login,232,0,164
1698851859997,232,https://www.talan-academy.com/connexion-0,302,Found,Thread Group 1-7,text,true,,853,690,10,10,https://www.talan-academy.com/connexion,232,0,164
1698851860229,329,https://www.talan-academy.com/connexion-1,200,OK,Thread Group 1-7,text,true,,69331,597,10,10,https://www.talan-academy.com/#login,68,0,0
1698851859995,561,Test,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-7,,true,,70184,1287,10,10,null,232,2,164
